we_h,elo_diff,elo_ratio,conf_diff,h2h,elo_a,conf_a,draw_a,conf_prod,streak_diff,gd_a,form_a,form_h3,underdog,gf_a,wc_diff,form_diff,form_h,streak_h,wc_a,form_std_h,conf_h,wc_h,form_std_a,draw_h,form_a3,gc_a,goals_tot,gd_h,home_team,away_team,date,city,P_GL,P_E,P_GV,P_Avanza_H,P_Avanza_A,Favorito,Confianza,Pron_90min
0.7006312809926675,147.71324171635888,1.0718572478513806,0.17999999999999994,0.5833333333333334,2055.648471562232,0.8,0.4,0.784,4,1.875,2.2,3.0,0,2.5,0.8333333333333333,0.7999999999999998,3.0,5,1.8333333333333333,0.0,0.98,2.6666666666666665,0.9797958971132712,0.0,2.3333333333333335,0.625,5.125,1.875,France,Morocco,2026-07-09,Boston,52.7,29.5,17.8,67.4,32.6,France,67.4,Gana Local
0.7529479726229162,193.59061842969686,1.094708095705459,0.0,0.6964285714285715,2044.0767707098803,0.98,0.3,0.9603999999999999,1,1.875,2.2,3.0,0,2.625,0.3333333333333335,0.3999999999999999,2.6,4,2.0,0.8000000000000002,0.98,2.3333333333333335,0.9797958971132712,0.4,3.0,0.75,4.25,1.375,Spain,Belgium,2026-07-10,Inglewood,56.8,27.6,15.5,70.6,29.4,Spain,70.6,Gana Local
0.34448598574233735,-111.76416885399112,0.9479623183090624,0.0,0.25595238095238093,2147.754573652634,0.98,0.2,0.9603999999999999,-2,1.125,2.6,2.0,1,1.875,-0.16666666666666652,-0.20000000000000018,2.4,1,2.1666666666666665,1.2000000000000002,0.98,2.0,0.8000000000000002,0.2,3.0,0.75,3.875,0.625,Norway,England,2026-07-11,Miami,25.0,31.1,43.9,40.5,59.5,England,59.5,Gana Visitante
0.7689452574632911,208.8722142520087,1.1031653939877841,0.020000000000000018,0.5992063492063492,2024.6344842800831,0.98,0.5,0.98,11,1.125,2.2,3.0,0,1.75,0.8333333333333333,0.7999999999999998,3.0,11,1.8333333333333333,0.0,1.0,2.6666666666666665,0.9797958971132712,0.0,2.3333333333333335,0.625,4.75,2.375,Argentina,Switzerland,2026-07-11,Kansas City,57.8,28.4,13.8,72.0,28.0,Argentina,72.0,Gana Local
