we_h,elo_ratio,elo_diff,conf_diff,conf_a,elo_a,form_h,gf_a,h2h,underdog,conf_prod,streak_h,streak_diff,gd_a,form_diff,wc_diff,form_a,form_h3,wc_a,draw_a,home_team,away_team,date,city,elo_h,xgd_w_home_val,xgd_w_away_val,ko_h,ko_a,xpts_gap_home,xpts_gap_away,elo_trend_h_val,elo_trend_a_val,P_GL,P_E,P_GV,P_Avanza_H,P_Avanza_A,Favorito,Confianza
0.46811566107411295,0.9901506298531542,-22.185612792951815,0.0,0.98,2252.4905107822024,3.0,1.875,0.22023809523809526,1,0.9603999999999999,6,1,1.5,0.0,0.3333333333333335,3.0,3.0,2.6666666666666665,0.3,France,Spain,2026-07-14,Dallas,2230.3048979892505,3.623333333333333,3.2858333333333327,1.0,1.0,2.5,-0.40000000000000036,108.62841024827594,39.093996647736276,29.5,35.7,34.8,47.3,52.7,Spain,52.7
0.6209609376824459,1.039926407761582,85.75212487945782,0.020000000000000018,0.98,2147.754573652634,3.0,1.875,0.1994047619047619,0,0.98,11,8,1.125,0.3999999999999999,0.5,2.6,3.0,2.1666666666666665,0.2,Argentina,England,2026-07-15,Atlanta,2233.506698532092,3.0599999999999996,1.6233333333333335,1.0,0.8666666666666667,2.0,-0.2999999999999998,44.61820767568179,60.44697347535566,43.6,33.9,22.5,60.5,39.5,Argentina,60.5
